N,P,K,temperature,humidity,ph,rainfall,label
52.79,73.15,49.04,26.53,95.56,6.67,163.09,papaya
106.99,20.71,19.03,25.1,74.24,6.06,77.31,cotton
100.13,36.83,30.11,23.49,69.52,6.18,172.84,coffee
80.99,52.36,45.13,30.88,75.44,5.99,164.87,jute
27.39,62.12,22.43,21.75,20.3,5.84,108.35,kidneybeans
93.81,8.75,47.0,24.91,90.03,6.13,21.79,muskmelon
0.58,11.25,14.18,18.88,91.57,7.45,131.19,orange
8.62,70.22,18.16,31.0,43.86,5.98,148.38,pigeonpeas
2.78,42.16,18.68,34.45,70.45,7.14,40.65,blackgram
5.71,81.22,70.17,20.31,21.5,6.17,98.41,chickpea
5.6,68.47,17.63,24.14,18.31,6.39,121.54,kidneybeans
93.61,13.36,53.25,28.69,89.46,6.18,34.8,muskmelon
94.43,16.34,48.43,27.5,90.18,7.03,59.1,watermelon
10.45,18.3,7.7,12.57,94.34,6.75,111.32,orange
22.49,69.2,18.98,23.27,22.01,6.36,119.45,kidneybeans
23.92,68.38,26.09,28.08,76.62,6.92,41.97,blackgram
92.13,80.28,57.08,27.67,81.17,6.49,181.03,banana
106.61,25.98,30.71,24.49,71.08,6.27,222.39,coffee
18.71,8.63,29.65,31.09,94.23,6.74,168.78,coconut
114.01,73.23,47.38,34.6,90.92,5.93,130.92,banana
97.11,43.29,44.65,30.6,88.53,6.28,158.96,jute
6.32,17.51,6.67,16.97,88.37,5.99,95.6,orange
105.07,14.68,46.64,29.47,88.52,5.82,42.85,watermelon
109.35,20.62,29.27,24.54,73.8,6.42,57.62,cotton
9.41,134.08,196.88,8.59,98.03,6.02,126.37,apple
0.06,3.39,35.02,29.06,93.85,5.29,168.62,coconut
79.16,42.05,50.58,23.7,80.6,6.49,246.57,rice
104.1,12.47,50.14,24.59,87.66,7.26,14.19,muskmelon
37.59,73.67,16.54,19.42,18.75,6.57,109.05,kidneybeans
115.64,72.26,49.33,31.72,85.84,6.65,202.06,banana
3.56,68.26,21.0,22.49,62.23,7.2,59.81,lentil
17.35,1.98,33.21,26.15,89.45,5.14,161.08,coconut
14.9,27.77,36.47,35.16,49.14,7.37,66.8,mango
7.36,24.69,44.42,31.97,55.39,6.14,57.64,mango
90.61,11.87,52.58,28.56,83.69,7.07,63.54,watermelon
9.26,133.94,191.65,18.96,85.6,6.33,62.94,grapes
100.04,17.69,47.98,29.78,88.69,7.05,29.26,muskmelon
93.64,9.2,48.03,28.33,91.95,7.38,33.1,muskmelon
41.92,59.87,46.67,33.16,94.72,7.06,131.19,papaya
8.94,5.52,28.77,33.45,87.65,6.91,160.06,coconut
10.07,2.2,25.2,34.05,92.31,6.6,160.66,coconut
58.33,66.53,57.75,25.55,95.79,7.09,162.4,papaya
2.95,24.39,36.11,30.96,48.63,6.02,52.86,mango
80.16,58.68,36.32,23.4,69.68,6.12,85.65,maize
65.01,59.08,30.67,22.95,60.16,6.79,85.43,maize
82.43,74.55,51.71,29.84,87.0,5.93,109.18,banana
14.23,29.23,26.66,31.07,58.19,6.43,68.13,mango
110.16,34.13,28.66,27.38,65.81,6.1,171.04,coffee
3.42,66.23,18.63,29.18,56.53,6.83,180.21,pigeonpeas
5.67,76.99,17.64,23.62,58.84,7.34,39.29,lentil
14.99,135.03,195.7,11.95,88.03,5.73,59.65,grapes
37.07,43.13,19.57,33.71,82.52,7.35,28.24,mungbean
13.22,131.48,194.08,8.36,85.23,6.45,65.73,grapes
8.44,73.91,18.18,18.67,66.68,7.44,40.5,lentil
14.2,85.88,70.89,24.48,21.37,7.92,70.66,chickpea
7.51,62.84,24.08,23.13,58.7,6.83,58.61,lentil
18.85,133.64,196.08,10.63,95.93,6.08,132.48,apple
48.54,62.02,42.5,31.46,95.47,6.6,139.8,papaya
9.72,136.7,201.38,12.77,92.51,6.64,124.74,apple
33.1,77.42,22.75,20.73,18.17,6.32,148.41,kidneybeans
19.3,9.3,14.73,11.17,87.89,5.92,125.59,orange
13.0,19.08,32.28,22.12,89.01,6.81,132.54,pomegranate
19.54,60.65,25.45,32.68,64.12,6.11,53.93,blackgram
5.37,8.75,30.41,26.83,92.49,6.67,167.01,coconut
34.6,59.51,19.13,31.26,62.03,6.68,25.83,blackgram
0.55,28.05,49.2,21.81,93.21,5.61,139.97,pomegranate
10.71,126.54,189.24,18.59,88.64,6.46,59.46,grapes
18.96,68.34,16.36,19.21,23.52,5.62,129.81,kidneybeans
109.18,35.46,28.85,26.4,69.38,6.05,138.17,coffee
13.69,11.91,10.97,15.84,94.17,5.97,142.07,orange
11.37,59.64,15.19,33.66,60.9,6.22,151.21,pigeonpeas
17.93,67.55,23.68,21.47,62.32,6.41,52.52,lentil
105.93,33.24,27.82,27.41,61.03,7.12,173.26,coffee
3.1,56.82,20.71,25.9,45.18,6.42,123.62,pigeonpeas
46.0,74.78,59.02,35.1,93.94,6.39,172.68,papaya
19.73,78.47,22.43,22.18,64.7,6.25,57.4,lentil
119.29,29.24,28.17,24.8,84.73,6.49,88.44,cotton
108.05,18.35,28.76,25.72,82.84,7.0,95.4,cotton
55.43,74.01,51.03,27.16,97.17,7.0,129.1,papaya
59.29,64.48,40.13,27.58,98.2,7.24,160.17,papaya
90.94,14.26,52.05,27.47,94.15,6.28,30.95,muskmelon
8.03,19.9,7.16,18.85,90.47,6.58,136.68,orange
10.98,131.55,200.71,10.93,88.68,6.85,68.34,grapes
15.88,63.34,18.93,26.14,59.52,5.59,180.39,pigeonpeas
105.32,78.62,45.49,34.49,86.69,6.74,139.79,banana
88.86,67.51,23.41,21.91,56.64,7.1,57.89,maize
11.33,70.71,20.46,19.37,57.02,6.57,63.59,lentil
99.41,37.96,53.52,21.41,91.12,6.32,191.66,rice
27.27,82.0,89.06,19.39,16.17,7.46,68.28,chickpea
102.9,15.37,46.24,23.77,83.29,6.42,58.79,watermelon
88.38,85.42,50.95,27.62,87.77,6.82,158.11,banana
2.15,128.98,184.48,9.04,84.28,6.53,72.12,grapes
13.7,21.15,35.69,32.08,52.59,5.84,71.27,mango
101.71,30.93,37.26,22.26,68.07,6.66,179.11,coffee
2.29,138.2,205.16,8.99,95.29,6.21,102.58,apple
106.98,76.53,49.16,31.78,79.02,6.86,175.17,banana
15.11,48.3,20.13,29.67,62.22,6.09,55.61,blackgram
1.45,71.42,18.72,23.3,55.83,6.32,59.39,lentil
0.34,38.98,23.22,32.16,82.18,6.86,53.88,mungbean
79.63,45.89,41.43,30.76,73.35,7.24,155.59,jute
18.54,57.49,19.44,21.46,63.58,6.24,41.27,lentil
40.5,71.47,46.32,34.41,95.12,7.54,167.33,papaya
102.79,33.37,39.81,28.51,60.46,6.99,148.21,coffee
12.06,44.52,22.43,26.12,46.37,6.17,30.9,mothbeans
100.84,20.46,27.04,24.16,79.31,6.88,82.97,cotton
4.72,4.12,42.65,25.8,89.31,5.43,163.28,coconut
98.01,77.46,49.47,27.61,86.57,6.87,166.5,banana
80.44,52.39,41.25,27.16,79.13,6.46,151.67,jute
6.14,74.43,78.55,17.38,15.04,6.09,66.93,chickpea
44.1,69.64,49.84,26.59,95.8,6.69,173.64,papaya
80.0,46.04,46.7,33.49,78.39,7.13,184.13,jute
9.81,51.17,23.88,29.82,76.76,6.08,42.28,mungbean
73.53,67.94,35.78,23.5,68.75,6.04,88.11,maize
1.09,136.94,188.32,14.42,91.0,6.59,79.28,grapes
5.31,130.61,181.22,18.66,84.62,6.96,71.58,grapes
9.91,27.26,37.69,18.45,89.92,5.54,123.26,pomegranate
16.12,135.57,187.36,17.2,89.72,6.25,53.66,grapes
2.25,25.87,34.1,33.65,44.59,6.77,63.74,mango
9.28,59.17,18.63,34.28,58.55,6.86,56.66,mothbeans
16.93,0.22,25.89,25.02,94.26,6.64,186.89,coconut
16.8,21.21,39.8,23.12,88.18,6.12,124.06,pomegranate
111.37,29.72,27.32,29.5,84.84,6.04,61.23,cotton
55.75,68.77,44.79,33.4,93.19,5.93,134.74,papaya
13.65,47.75,16.36,30.73,42.03,6.24,32.46,mothbeans
94.44,9.7,46.02,23.78,88.49,6.55,48.09,watermelon
112.1,87.33,53.22,28.31,77.88,7.07,179.25,banana
112.93,20.64,29.65,24.8,79.54,6.66,73.79,cotton
57.54,71.48,57.8,28.1,94.22,7.41,117.96,papaya
1.39,18.11,12.75,13.04,94.13,6.51,132.85,orange
89.46,41.38,40.2,31.1,85.63,5.97,165.29,jute
16.52,123.03,196.41,11.09,80.65,6.78,62.37,grapes
101.96,83.26,53.36,28.14,80.44,6.51,122.14,banana
4.07,12.74,49.52,19.59,88.04,6.9,145.66,pomegranate
60.65,42.71,48.59,33.48,80.49,7.24,157.78,jute
3.3,55.28,20.13,31.85,69.74,6.17,36.7,mungbean
103.96,28.52,38.48,29.42,68.73,6.8,241.47,coffee
0.87,13.81,11.65,17.83,92.9,6.24,108.42,orange
111.78,33.39,30.07,24.69,64.62,6.56,209.41,coffee
63.53,75.33,24.87,21.92,61.05,6.15,78.15,maize
95.17,18.28,46.77,27.84,87.18,6.08,40.5,watermelon
70.61,54.57,49.33,32.96,71.51,6.33,149.88,jute
10.58,128.11,202.48,10.17,96.64,6.8,106.73,apple
11.26,27.85,36.18,32.36,54.61,6.15,93.56,mango
92.98,17.75,52.53,24.81,92.56,7.24,32.33,muskmelon
1.53,12.53,33.61,17.62,88.62,5.85,102.59,pomegranate
0.04,79.07,72.65,17.22,21.53,7.74,64.9,chickpea
90.53,84.32,50.66,29.3,89.12,6.79,154.3,banana
73.85,58.27,38.75,24.91,64.57,7.05,59.71,maize
89.75,44.24,37.78,20.85,83.92,6.43,194.84,rice
102.93,32.78,29.66,26.16,75.12,6.93,150.29,coffee
87.0,88.27,54.49,26.23,81.83,6.41,114.73,banana
6.57,78.64,78.13,20.89,17.24,6.57,89.45,chickpea
8.39,26.92,31.12,22.8,90.61,7.02,107.31,pomegranate
13.06,46.37,23.3,25.88,57.46,7.29,48.95,mothbeans
24.79,66.83,21.57,23.18,20.66,6.14,103.28,kidneybeans
89.81,81.45,55.26,26.96,75.17,6.82,174.78,banana
8.76,95.83,85.57,16.57,22.37,8.04,85.9,chickpea
19.49,63.27,16.28,22.45,25.12,5.84,117.4,kidneybeans
4.36,11.17,48.78,19.4,85.09,5.78,139.45,pomegranate
7.7,15.41,43.1,31.9,45.9,6.77,70.45,mango
82.72,53.22,39.66,21.28,64.79,7.44,55.12,maize
60.37,65.17,27.46,22.39,63.46,6.6,50.86,maize
14.86,28.11,29.0,30.68,53.22,7.31,48.41,mango
33.82,93.63,87.53,17.15,17.15,7.62,84.02,chickpea
98.53,18.22,45.46,29.61,94.81,7.15,39.64,muskmelon
11.07,120.12,213.87,13.16,90.99,6.15,127.66,apple
108.68,18.1,18.53,27.84,81.05,6.24,65.14,cotton
92.74,68.41,32.85,19.57,59.54,5.84,62.88,maize
101.92,26.04,35.63,29.1,55.78,6.13,213.99,coffee
1.98,3.49,43.0,28.33,88.92,6.04,170.09,coconut
79.7,32.92,56.62,19.81,87.86,6.78,177.18,rice
91.17,63.94,33.91,23.16,70.19,6.41,61.41,maize
5.42,40.37,22.03,33.14,58.92,7.25,48.38,mothbeans
12.42,63.34,20.6,31.91,48.5,6.54,137.95,pigeonpeas
6.42,135.96,197.45,9.82,84.37,5.86,50.45,grapes
13.26,52.2,17.05,27.6,71.41,6.11,38.58,mungbean
3.0,56.4,20.14,32.79,74.37,6.11,47.27,blackgram
75.07,73.75,36.26,23.98,67.27,6.49,63.92,maize
63.73,44.45,44.96,23.9,72.14,6.41,174.47,jute
28.04,56.81,24.28,16.22,17.78,6.56,134.95,kidneybeans
105.13,17.13,53.35,26.01,81.84,6.08,50.55,watermelon
92.0,10.11,47.19,28.47,88.54,5.67,63.67,watermelon
26.18,70.02,77.44,24.44,18.23,7.41,95.41,chickpea
9.5,129.57,182.97,11.99,87.11,5.8,80.8,grapes
100.34,17.75,51.7,26.81,93.24,7.43,17.58,muskmelon
114.92,27.87,24.87,26.82,82.44,6.82,76.26,cotton
1.41,88.32,81.44,16.82,19.18,7.69,76.16,chickpea
15.9,127.46,204.63,0.27,96.62,7.03,127.92,apple
38.58,55.13,15.91,17.22,17.97,5.86,119.88,kidneybeans
5.22,18.59,37.9,32.03,49.01,5.6,61.2,mango
3.66,52.65,29.84,28.79,65.8,7.38,28.54,blackgram
14.99,130.5,197.19,7.05,94.55,5.85,115.85,apple
88.2,59.51,26.98,25.65,56.67,6.65,100.52,maize
57.22,71.41,44.79,30.16,98.11,6.13,163.78,papaya
109.81,10.67,49.49,26.0,93.39,6.32,27.92,muskmelon
106.27,28.4,25.17,28.6,84.55,6.33,71.5,cotton
108.84,13.33,52.86,24.36,93.93,6.61,35.16,muskmelon
77.18,45.35,46.18,31.38,78.28,6.61,187.21,jute
6.2,63.76,18.18,26.23,46.56,5.07,141.39,pigeonpeas
94.1,12.95,54.96,23.52,83.94,5.7,43.92,watermelon
15.17,9.21,27.06,31.48,96.17,6.43,150.42,coconut
12.31,136.76,198.2,12.16,85.69,6.08,59.55,grapes
108.32,10.24,52.61,28.79,91.19,6.14,68.05,watermelon
19.41,16.19,45.32,23.15,85.16,5.78,101.18,pomegranate
1.47,58.71,21.53,26.09,63.96,5.62,140.94,pigeonpeas
19.55,24.21,35.6,32.24,53.27,7.04,85.33,mango
29.57,47.55,18.9,30.86,53.07,6.5,40.04,mothbeans
68.66,44.53,51.74,26.19,80.88,5.8,155.24,rice
69.16,30.96,39.46,22.34,91.09,5.92,283.02,rice
16.34,60.9,21.63,26.73,54.05,6.06,183.67,pigeonpeas
0.53,126.02,214.35,11.66,97.67,6.26,123.31,apple
11.24,28.51,28.04,28.06,47.09,6.32,87.22,mango
2.54,29.93,34.38,26.3,49.64,7.05,77.28,mango
119.75,23.61,18.65,28.84,77.43,6.44,74.9,cotton
18.92,56.23,17.91,28.48,55.61,5.82,150.6,pigeonpeas
94.14,58.6,42.57,24.19,81.82,5.81,200.9,rice
0.77,4.03,34.27,33.56,91.91,5.15,171.06,coconut
12.84,18.99,42.62,25.3,89.29,6.35,124.89,pomegranate
112.85,29.81,31.12,28.37,65.34,6.16,223.65,coffee
111.19,75.39,58.66,30.14,76.51,5.9,151.54,banana
1.34,135.8,185.57,12.42,81.21,5.7,55.78,grapes
31.13,63.42,16.6,31.6,78.38,6.78,37.03,blackgram
1.23,17.77,25.13,26.9,53.66,7.4,46.38,mango
2.58,29.72,40.68,29.39,57.24,6.68,74.44,mango
24.62,49.86,20.31,25.45,66.68,6.11,53.25,blackgram
1.95,56.83,23.89,27.55,71.4,6.59,43.41,mungbean
7.4,65.87,17.83,29.76,58.99,6.29,61.85,blackgram
6.58,55.41,21.59,28.26,55.38,7.88,50.6,mothbeans
46.55,72.59,45.99,32.23,94.43,7.07,138.26,papaya
85.84,44.72,53.79,20.87,84.57,6.25,214.85,rice
9.47,27.5,45.01,23.84,94.0,5.71,96.5,pomegranate
111.34,35.45,31.7,28.88,74.48,6.03,208.22,coffee
6.97,68.79,17.94,21.49,63.03,6.36,63.93,lentil
17.89,8.59,28.43,29.61,88.34,5.41,173.55,coconut
13.88,7.8,40.55,27.49,91.86,6.68,173.27,coconut
98.74,55.59,48.88,25.94,73.26,7.37,173.64,jute
16.25,61.75,16.7,15.97,72.36,7.33,36.91,lentil
18.48,123.36,197.42,12.82,97.18,5.49,106.24,apple
99.8,81.82,53.31,26.28,81.87,6.67,196.78,banana
13.6,76.9,20.54,24.12,68.61,6.78,59.24,lentil
0.2,126.75,198.73,10.8,86.49,6.34,82.33,grapes
13.51,83.12,81.32,19.18,15.79,6.22,59.55,chickpea
20.61,69.86,15.87,30.6,60.12,5.55,187.19,pigeonpeas
108.17,74.17,54.33,27.45,87.49,5.93,120.27,banana
3.57,55.57,16.63,32.5,84.71,6.07,54.5,mungbean
24.55,74.11,20.41,14.32,21.6,7.14,118.46,kidneybeans
20.35,61.92,22.19,31.82,73.93,6.44,56.23,blackgram
102.84,34.85,33.64,24.75,57.95,6.34,240.35,coffee
107.45,16.7,53.26,31.54,86.34,7.06,49.1,watermelon
3.28,121.95,207.95,10.74,80.35,7.11,48.08,grapes
20.85,75.74,23.35,17.16,22.41,5.94,118.03,kidneybeans
10.19,32.45,20.03,25.87,73.11,6.77,44.04,mungbean
94.48,10.33,51.28,24.29,90.97,7.48,31.0,muskmelon
114.2,31.52,36.58,24.58,67.38,6.53,176.31,coffee
101.0,28.49,25.25,23.27,70.11,5.96,199.37,coffee
5.62,64.82,20.84,22.13,75.72,6.81,50.15,lentil
12.65,25.45,48.0,24.54,87.68,6.48,102.82,pomegranate
3.73,9.56,5.86,8.43,87.79,7.02,139.67,orange
82.54,74.76,20.57,17.7,67.0,6.91,78.47,maize
105.23,27.59,30.77,28.48,67.68,6.06,215.19,coffee
91.27,15.53,54.73,26.2,83.3,6.54,59.95,watermelon
103.79,27.81,26.28,25.04,76.56,6.53,58.42,cotton
30.26,54.33,21.14,29.14,76.96,6.72,42.17,mungbean
80.21,30.8,35.97,24.01,85.7,6.9,255.09,rice
27.37,69.14,21.6,26.84,60.9,5.78,152.59,pigeonpeas
105.96,13.14,53.81,27.36,93.51,6.88,24.14,muskmelon
1.13,63.89,16.38,28.16,63.97,5.0,180.01,pigeonpeas
6.14,76.75,21.48,17.42,58.65,7.35,52.66,lentil
109.89,31.51,30.87,24.22,72.75,6.65,151.5,coffee
2.24,61.46,16.8,23.75,17.38,6.54,100.82,kidneybeans
39.62,67.87,21.39,31.38,68.32,6.41,42.43,blackgram
4.13,3.38,39.53,33.99,89.57,6.23,192.11,coconut
18.24,55.6,19.27,16.15,71.99,6.72,31.63,lentil
6.42,14.57,8.58,11.82,88.96,5.95,101.92,orange
19.81,48.89,20.25,26.3,80.39,6.37,63.01,mungbean
12.63,31.91,23.93,28.25,88.97,6.51,37.67,mungbean
105.35,27.97,29.45,28.19,64.41,6.4,192.92,coffee
107.4,21.67,26.97,24.6,77.25,5.78,82.03,cotton
28.26,64.3,25.52,31.07,74.67,6.96,34.37,blackgram
98.12,17.16,50.45,24.69,87.13,6.28,73.93,watermelon
21.56,48.7,24.2,29.35,53.83,6.49,31.98,mothbeans
116.05,18.04,24.7,21.32,81.33,5.92,85.12,cotton
17.65,135.95,212.69,1.46,91.51,6.17,115.15,apple
93.63,15.68,53.85,29.36,91.49,6.58,33.1,muskmelon
18.23,8.87,43.1,26.93,92.47,5.83,185.43,coconut
107.06,10.87,54.16,25.32,89.35,5.82,62.08,watermelon
106.19,13.14,45.58,26.08,92.37,6.6,24.01,muskmelon
5.37,69.76,22.13,26.44,60.96,6.86,104.73,pigeonpeas
27.85,63.93,87.38,17.2,22.91,6.41,71.11,chickpea
91.52,16.77,54.2,23.75,93.19,6.73,33.39,muskmelon
32.11,66.14,15.44,24.32,25.76,5.87,98.68,kidneybeans
80.53,33.27,45.12,27.97,89.14,6.03,162.48,rice
9.17,19.32,8.43,12.72,87.86,6.28,107.17,orange
20.95,50.13,18.52,31.53,47.56,6.19,51.21,mothbeans
12.21,136.88,212.72,1.78,91.1,5.74,100.04,apple
13.4,24.57,34.28,23.81,88.79,5.77,121.37,pomegranate
111.79,73.24,46.45,29.99,84.52,6.63,118.93,banana
57.87,63.28,42.71,31.38,97.88,5.88,127.99,papaya
51.5,55.9,49.91,27.67,94.93,6.94,133.29,papaya
9.95,24.05,44.95,35.9,52.34,6.23,78.52,mango
4.52,67.34,18.42,28.98,50.56,6.49,203.6,pigeonpeas
24.74,91.92,84.26,16.53,22.27,7.46,62.38,chickpea
8.18,19.0,46.7,19.6,86.91,6.85,98.3,pomegranate
11.98,57.13,20.02,33.03,57.17,5.94,158.9,pigeonpeas
91.07,83.43,52.09,33.82,80.39,5.48,128.06,banana
34.62,45.37,22.31,30.09,76.83,7.4,59.16,blackgram
65.78,59.1,46.55,28.31,74.62,6.41,167.42,jute
110.48,25.62,26.48,25.21,69.74,5.92,194.93,coffee
114.4,25.26,23.8,29.53,81.63,5.93,91.47,cotton
18.79,57.94,16.32,26.59,53.23,6.7,188.13,pigeonpeas
17.44,28.69,36.99,31.71,57.21,5.96,58.96,mango
7.55,29.78,41.48,19.38,88.93,5.9,148.24,pomegranate
1.12,131.33,199.4,11.86,97.96,5.38,101.43,apple
12.71,8.04,44.89,28.44,88.14,5.47,177.92,coconut
19.17,55.3,24.66,27.96,67.83,6.61,33.25,blackgram
19.39,11.45,12.29,12.94,95.92,5.61,127.92,orange
12.51,136.77,199.57,10.28,92.85,6.22,106.68,apple
18.68,59.04,17.8,19.06,70.77,6.31,57.56,lentil
0.61,136.06,203.58,6.02,96.1,5.49,122.12,apple
8.22,67.6,83.94,22.14,16.32,6.6,95.59,chickpea
33.82,84.69,86.27,21.74,16.25,6.33,70.2,chickpea
6.78,64.01,23.56,20.38,61.66,6.28,37.55,lentil
5.71,62.46,28.95,28.14,79.08,6.14,56.9,blackgram
12.91,21.76,35.78,32.37,58.19,7.52,85.25,mango
11.73,74.33,22.49,31.9,49.77,6.43,172.98,pigeonpeas
19.18,60.49,15.53,15.33,57.39,6.22,39.36,lentil
50.11,70.27,45.56,30.53,94.14,7.56,171.62,papaya
27.99,50.44,23.29,35.05,57.37,6.61,46.18,mothbeans
50.72,65.91,44.93,27.95,96.68,6.18,156.9,papaya
77.68,43.68,44.64,33.2,79.57,6.56,165.88,jute
9.5,69.26,24.13,28.85,69.11,5.7,198.98,pigeonpeas
12.32,6.13,44.73,28.07,91.57,5.16,159.99,coconut
53.03,68.38,45.86,34.07,99.32,6.29,122.46,papaya
3.32,18.75,49.44,17.84,93.31,6.23,113.68,pomegranate
24.76,62.61,20.08,16.14,18.39,5.6,133.43,kidneybeans
95.13,55.55,49.23,33.16,84.33,6.36,182.08,jute
52.83,62.06,41.89,33.91,94.87,7.22,172.45,papaya
0.21,5.72,29.57,26.69,94.21,6.41,154.44,coconut
28.02,65.96,23.27,31.46,78.56,6.49,80.36,blackgram
11.76,72.49,21.65,33.54,40.17,5.88,121.55,pigeonpeas
0.91,120.51,198.04,13.03,92.94,5.85,92.72,apple
96.7,19.87,54.37,27.74,83.05,6.51,58.52,watermelon
104.25,15.36,46.78,26.47,94.2,7.14,24.0,muskmelon
0.02,13.05,10.61,13.53,92.43,6.18,143.22,orange
17.53,47.8,22.48,26.96,43.76,7.87,49.11,mothbeans
113.77,27.21,23.52,23.28,77.59,5.9,73.11,cotton
54.89,57.44,44.82,32.86,95.36,7.36,156.91,papaya
96.68,15.3,47.29,23.91,87.71,6.32,38.17,muskmelon
119.41,86.0,47.2,28.23,75.82,6.55,141.25,banana
110.19,34.58,35.92,22.28,61.01,6.22,241.36,coffee
5.59,124.92,185.25,9.33,88.97,5.6,66.64,grapes
86.07,78.87,53.44,33.0,79.7,5.58,161.96,banana
33.66,62.15,23.47,22.9,18.99,6.56,115.97,kidneybeans
5.35,71.8,21.11,30.75,44.33,5.71,103.8,pigeonpeas
106.72,26.11,36.17,29.45,61.84,6.49,230.6,coffee
2.65,137.62,210.28,6.04,93.47,6.75,125.24,apple
93.84,32.77,42.71,23.31,86.41,5.89,207.83,rice
14.05,9.66,40.39,32.76,93.6,6.66,163.43,coconut
9.37,65.69,19.21,20.11,74.37,6.64,35.65,lentil
24.03,59.32,20.66,32.11,71.87,6.96,32.92,blackgram
17.82,55.61,18.05,33.06,51.24,5.47,122.54,pigeonpeas
95.13,19.02,49.09,28.9,89.29,5.76,44.16,watermelon
84.98,75.93,32.54,19.99,61.51,6.16,67.58,maize
101.15,17.01,50.03,28.41,95.92,6.02,19.85,muskmelon
8.25,27.72,36.62,32.97,54.41,7.09,62.16,mango
6.31,14.52,33.76,24.48,92.73,5.77,117.86,pomegranate
56.3,72.82,58.27,32.05,99.31,6.48,149.5,papaya
3.9,66.77,21.75,26.86,45.72,6.03,164.7,pigeonpeas
18.49,1.67,41.86,24.39,92.79,6.35,160.3,coconut
77.2,47.4,49.64,22.74,84.98,6.87,159.8,rice
100.32,20.36,27.6,21.38,78.74,6.15,87.32,cotton
32.62,94.38,89.48,15.53,18.4,6.89,68.75,chickpea
8.26,75.78,24.14,30.97,49.11,5.52,163.94,pigeonpeas
92.56,87.07,58.1,29.84,81.6,6.12,176.93,banana
11.46,61.26,23.39,21.53,19.83,6.88,143.02,kidneybeans
19.34,48.23,18.43,30.97,55.13,7.6,35.39,mothbeans
90.85,13.44,47.47,26.81,88.74,7.23,28.84,muskmelon
60.59,53.7,37.14,22.39,87.71,6.29,261.02,rice
78.5,74.21,34.47,21.7,65.05,5.57,101.21,maize
97.39,67.37,28.35,18.84,72.52,6.41,56.59,maize
32.02,43.69,16.93,27.61,78.12,6.17,45.61,blackgram
109.45,21.55,19.72,28.93,85.29,7.17,94.38,cotton
50.74,73.44,41.82,32.27,96.29,6.33,141.83,papaya
111.62,26.44,18.85,27.51,77.44,6.63,81.07,cotton
2.84,138.3,182.8,12.42,83.21,6.97,71.54,grapes
91.79,53.51,39.37,26.05,83.21,7.45,156.1,jute
104.64,24.84,23.81,23.73,80.09,6.2,93.79,cotton
74.82,45.18,40.24,26.11,89.18,6.53,208.42,rice
17.14,137.21,196.75,8.2,90.76,5.64,115.7,apple
86.02,76.74,58.68,31.37,87.65,6.26,113.38,banana
116.77,26.5,28.11,27.34,82.69,6.19,68.9,cotton
23.6,77.66,20.52,21.34,23.42,6.08,145.14,kidneybeans
111.67,37.13,33.48,22.35,65.86,5.92,205.7,coffee
80.62,48.99,40.06,25.74,80.75,5.87,221.84,rice
46.93,69.26,46.25,29.77,94.08,6.21,129.45,papaya
11.03,28.93,35.41,19.22,91.77,6.08,157.77,pomegranate
1.26,13.25,11.19,13.91,91.68,6.08,114.13,orange
14.75,78.21,21.1,26.34,63.09,5.3,162.89,pigeonpeas
7.41,129.44,212.14,6.87,93.46,7.01,108.34,apple
16.64,69.77,23.02,22.11,21.4,5.47,139.92,kidneybeans
10.68,68.31,23.21,18.11,66.05,7.04,33.09,lentil
62.71,65.78,30.15,25.16,64.07,6.85,50.36,maize
12.35,62.14,26.36,31.92,66.29,6.24,72.89,blackgram
14.18,20.29,47.17,25.28,92.22,6.07,134.44,pomegranate
102.27,16.67,51.8,24.0,89.48,6.93,30.49,muskmelon
15.63,46.03,16.88,25.29,87.43,6.24,34.83,mungbean
4.89,10.34,39.94,20.05,86.98,5.94,110.82,pomegranate
9.69,70.73,15.42,33.77,59.06,5.55,115.3,pigeonpeas
81.58,53.36,45.91,19.93,89.47,6.86,154.95,rice
20.92,38.86,15.48,26.13,78.63,6.07,32.11,mungbean
4.92,34.19,20.56,26.79,89.72,6.44,33.67,mungbean
17.06,125.04,185.6,13.53,86.25,6.05,82.47,grapes
6.06,67.13,15.99,31.31,54.52,6.4,165.37,pigeonpeas
34.52,69.78,79.44,19.92,25.3,7.25,72.55,chickpea
10.91,120.78,203.59,0.59,97.07,6.94,111.19,apple
15.0,26.4,34.16,25.4,59.51,6.75,68.05,mango
97.42,76.79,53.08,29.08,88.28,5.65,115.01,banana
13.98,28.26,43.37,23.45,84.33,5.7,136.0,pomegranate
14.93,68.79,21.13,27.98,55.32,5.16,185.08,pigeonpeas
2.44,133.36,188.35,9.18,82.97,5.94,75.05,grapes
88.51,61.95,21.54,19.39,64.68,7.21,64.31,maize
32.97,75.89,72.05,19.31,16.48,7.23,61.66,chickpea
6.68,52.47,16.62,27.79,63.9,6.86,38.67,blackgram
10.82,0.87,42.9,25.62,88.93,6.85,154.22,coconut
27.43,48.29,20.56,32.12,43.18,6.74,54.3,mothbeans
4.72,14.07,31.8,19.1,86.97,6.15,139.01,pomegranate
28.14,62.38,15.39,20.45,22.56,5.4,132.16,kidneybeans
68.84,59.02,21.22,26.87,66.01,6.09,97.45,maize
27.9,59.43,20.98,20.63,20.69,6.43,131.28,kidneybeans
